,function,sup1,sup2,sup3,sup4,sup5,salary,gender,disabled,race,yearsinposition,yearsinprofession,age,cred1,cred2,highestdegree,inst1,inst2,inst3,inst4,inst5,instbudget,city,state,zip,country,category,instsize,insttype,median,mean,pop,b19013_001,no_male_hs_p,no_female_hs_p,at_least_hs_male_p,at_least_hs_female_p,at_least_bach_male_p,at_least_bach_female_p,male_unemployment,female_unemployment,snap,renter,median_rent,foreign_born,value_for_owner-occupied_housing_units:__total:_,"value_for_owner-occupied_housing_units:__less_than_$10,000_","value_for_owner-occupied_housing_units:__$10,000_to_$14,999_","value_for_owner-occupied_housing_units:__$15,000_to_$19,999_","value_for_owner-occupied_housing_units:__$20,000_to_$24,999_","value_for_owner-occupied_housing_units:__$25,000_to_$29,999_","value_for_owner-occupied_housing_units:__$30,000_to_$34,999_","value_for_owner-occupied_housing_units:__$35,000_to_$39,999_","value_for_owner-occupied_housing_units:__$40,000_to_$49,999_","value_for_owner-occupied_housing_units:__$50,000_to_$59,999_","value_for_owner-occupied_housing_units:__$60,000_to_$69,999_","value_for_owner-occupied_housing_units:__$70,000_to_$79,999_","value_for_owner-occupied_housing_units:__$80,000_to_$89,999_","value_for_owner-occupied_housing_units:__$90,000_to_$99,999_","value_for_owner-occupied_housing_units:__$100,000_to_$124,999_","value_for_owner-occupied_housing_units:__$125,000_to_$149,999_","value_for_owner-occupied_housing_units:__$150,000_to_$174,999_","value_for_owner-occupied_housing_units:__$175,000_to_$199,999_","value_for_owner-occupied_housing_units:__$200,000_to_$249,999_","value_for_owner-occupied_housing_units:__$250,000_to_$299,999_","value_for_owner-occupied_housing_units:__$300,000_to_$399,999_","value_for_owner-occupied_housing_units:__$400,000_to_$499,999_","value_for_owner-occupied_housing_units:__$500,000_to_$749,999_","value_for_owner-occupied_housing_units:__$750,000_to_$999,999_","value_for_owner-occupied_housing_units:__$1,000,000_or_more_",sex_by_age:__male:_,sex_by_age:__male:_under_5_years_,sex_by_age:__male:_5_to_9_years_,sex_by_age:__male:_10_to_14_years_,sex_by_age:__male:_15_to_17_years_,sex_by_age:__male:_18_and_19_years_,sex_by_age:__male:_20_years_,sex_by_age:__male:_21_years_,sex_by_age:__male:_22_to_24_years_,sex_by_age:__male:_25_to_29_years_,sex_by_age:__male:_30_to_34_years_,sex_by_age:__male:_35_to_39_years_,sex_by_age:__male:_40_to_44_years_,sex_by_age:__male:_45_to_49_years_,sex_by_age:__male:_50_to_54_years_,sex_by_age:__male:_55_to_59_years_,sex_by_age:__male:_60_and_61_years_,sex_by_age:__male:_62_to_64_years_,sex_by_age:__male:_65_and_66_years_,sex_by_age:__male:_67_to_69_years_,sex_by_age:__male:_70_to_74_years_,sex_by_age:__male:_75_to_79_years_,sex_by_age:__male:_80_to_84_years_,sex_by_age:__male:_85_years_and_over_,sex_by_age:__female:_,sex_by_age:__female:_under_5_years_,sex_by_age:__female:_5_to_9_years_,sex_by_age:__female:_10_to_14_years_,sex_by_age:__female:_15_to_17_years_,sex_by_age:__female:_18_and_19_years_,sex_by_age:__female:_20_years_,sex_by_age:__female:_21_years_,sex_by_age:__female:_22_to_24_years_,sex_by_age:__female:_25_to_29_years_,sex_by_age:__female:_30_to_34_years_,sex_by_age:__female:_35_to_39_years_,sex_by_age:__female:_40_to_44_years_,sex_by_age:__female:_45_to_49_years_,sex_by_age:__female:_50_to_54_years_,sex_by_age:__female:_55_to_59_years_,sex_by_age:__female:_60_and_61_years_,sex_by_age:__female:_62_to_64_years_,sex_by_age:__female:_65_and_66_years_,sex_by_age:__female:_67_to_69_years_,sex_by_age:__female:_70_to_74_years_,sex_by_age:__female:_75_to_79_years_,sex_by_age:__female:_80_to_84_years_,sex_by_age:__female:_85_years_and_over_,commute_over_60,full_time,part_time,high_rent_burden,extreme_rent_burden
873,position3,4,0,5,459,10,72914.0,Man,False,Caucasian,20.0,30.0,50.0,False,False,Master's Degree,14,2,14,669,25,6087818.0,Athens,OH,45701,United States,one,27402.0,Public Institution,"27,327","39,729","31,775",32366.0,8.263020076,7.020929197,91.73697992,92.9790708,49.41809718,53.03547573,6.032482599,4.874213836,12.04268293,52.5628811,734.0,6.752363177,4979.0,140.0,53.0,153.0,0.0,60.0,59.0,41.0,79.0,125.0,108.0,40.0,166.0,94.0,482.0,520.0,889.0,500.0,517.0,331.0,432.0,112.0,61.0,10.0,7.0,17171.0,552.0,429.0,528.0,302.0,2539.0,1750.0,2049.0,2148.0,1257.0,633.0,728.0,618.0,642.0,572.0,845.0,251.0,236.0,213.0,171.0,277.0,209.0,165.0,57.0,16047.0,358.0,425.0,569.0,186.0,2764.0,1860.0,1249.0,1899.0,1120.0,774.0,536.0,535.0,593.0,809.0,666.0,192.0,325.0,94.0,231.0,254.0,276.0,149.0,183.0,3.6791314839999996,44.72980203,55.27019797,65.65162226,49.211528
878,position4,0,0,2,75,3,40433.0,Man,False,Caucasian,13.0,27.0,45.0,False,False,Master's Degree,14,2,14,669,25,6087818.0,Athens,OH,45701,United States,one,27402.0,Public Institution,"27,327","39,729","31,775",32366.0,8.263020076,7.020929197,91.73697992,92.9790708,49.41809718,53.03547573,6.032482599,4.874213836,12.04268293,52.5628811,734.0,6.752363177,4979.0,140.0,53.0,153.0,0.0,60.0,59.0,41.0,79.0,125.0,108.0,40.0,166.0,94.0,482.0,520.0,889.0,500.0,517.0,331.0,432.0,112.0,61.0,10.0,7.0,17171.0,552.0,429.0,528.0,302.0,2539.0,1750.0,2049.0,2148.0,1257.0,633.0,728.0,618.0,642.0,572.0,845.0,251.0,236.0,213.0,171.0,277.0,209.0,165.0,57.0,16047.0,358.0,425.0,569.0,186.0,2764.0,1860.0,1249.0,1899.0,1120.0,774.0,536.0,535.0,593.0,809.0,666.0,192.0,325.0,94.0,231.0,254.0,276.0,149.0,183.0,3.6791314839999996,44.72980203,55.27019797,65.65162226,49.211528
879,position3,4,0,6,210,15,63063.0,Man,False,Caucasian,1.0,5.0,33.0,False,False,Master's Degree,14,2,14,669,25,6087818.0,Athens,OH,45701,United States,one,27402.0,Public Institution,"27,327","39,729","31,775",32366.0,8.263020076,7.020929197,91.73697992,92.9790708,49.41809718,53.03547573,6.032482599,4.874213836,12.04268293,52.5628811,734.0,6.752363177,4979.0,140.0,53.0,153.0,0.0,60.0,59.0,41.0,79.0,125.0,108.0,40.0,166.0,94.0,482.0,520.0,889.0,500.0,517.0,331.0,432.0,112.0,61.0,10.0,7.0,17171.0,552.0,429.0,528.0,302.0,2539.0,1750.0,2049.0,2148.0,1257.0,633.0,728.0,618.0,642.0,572.0,845.0,251.0,236.0,213.0,171.0,277.0,209.0,165.0,57.0,16047.0,358.0,425.0,569.0,186.0,2764.0,1860.0,1249.0,1899.0,1120.0,774.0,536.0,535.0,593.0,809.0,666.0,192.0,325.0,94.0,231.0,254.0,276.0,149.0,183.0,3.6791314839999996,44.72980203,55.27019797,65.65162226,49.211528
872,position1,14,2,14,669,25,93500.0,Man,False,Caucasian,1.0,13.0,34.0,False,False,Master's Degree,14,2,14,669,25,6087818.0,Athens,OH,45701,United States,one,27402.0,Public Institution,"27,327","39,729","31,775",32366.0,8.263020076,7.020929197,91.73697992,92.9790708,49.41809718,53.03547573,6.032482599,4.874213836,12.04268293,52.5628811,734.0,6.752363177,4979.0,140.0,53.0,153.0,0.0,60.0,59.0,41.0,79.0,125.0,108.0,40.0,166.0,94.0,482.0,520.0,889.0,500.0,517.0,331.0,432.0,112.0,61.0,10.0,7.0,17171.0,552.0,429.0,528.0,302.0,2539.0,1750.0,2049.0,2148.0,1257.0,633.0,728.0,618.0,642.0,572.0,845.0,251.0,236.0,213.0,171.0,277.0,209.0,165.0,57.0,16047.0,358.0,425.0,569.0,186.0,2764.0,1860.0,1249.0,1899.0,1120.0,774.0,536.0,535.0,593.0,809.0,666.0,192.0,325.0,94.0,231.0,254.0,276.0,149.0,183.0,3.6791314839999996,44.72980203,55.27019797,65.65162226,49.211528
874,position10,0,0,0,6,0,38084.0,Woman,False,Caucasian,15.0,15.0,57.0,False,False,No College Degree,14,2,14,669,25,6087818.0,Athens,OH,45701,United States,one,27402.0,Public Institution,"27,327","39,729","31,775",32366.0,8.263020076,7.020929197,91.73697992,92.9790708,49.41809718,53.03547573,6.032482599,4.874213836,12.04268293,52.5628811,734.0,6.752363177,4979.0,140.0,53.0,153.0,0.0,60.0,59.0,41.0,79.0,125.0,108.0,40.0,166.0,94.0,482.0,520.0,889.0,500.0,517.0,331.0,432.0,112.0,61.0,10.0,7.0,17171.0,552.0,429.0,528.0,302.0,2539.0,1750.0,2049.0,2148.0,1257.0,633.0,728.0,618.0,642.0,572.0,845.0,251.0,236.0,213.0,171.0,277.0,209.0,165.0,57.0,16047.0,358.0,425.0,569.0,186.0,2764.0,1860.0,1249.0,1899.0,1120.0,774.0,536.0,535.0,593.0,809.0,666.0,192.0,325.0,94.0,231.0,254.0,276.0,149.0,183.0,3.6791314839999996,44.72980203,55.27019797,65.65162226,49.211528
855,position6,0,0,0,52,0,41718.0,Man,False,Caucasian,5.0,7.0,30.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,position1,8,0,1,267,4,80961.0,Woman,False,Caucasian,3.0,13.0,38.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,position3,3,0,0,108,4,62000.0,Man,False,Caucasian,30.0,32.0,56.0,False,False,Bachelor's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,position4,0,0,0,57,0,37730.0,Woman,False,Caucasian,2.0,2.0,26.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,position17,0,0,1,49,0,44018.0,Man,False,Caucasian,9.0,11.0,33.0,False,False,Bachelor's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,position20,0,0,0,29,0,38968.0,Woman,False,Caucasian,2.0,4.0,27.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,position9,0,0,0,75,0,37230.0,Man,False,Caucasian,1.0,3.0,25.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,position11,0,0,0,4,4,37230.0,Man,False,Biracial,1.0,3.0,26.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,position3,3,0,1,159,0,57000.0,Man,False,Caucasian,29.0,31.0,53.0,False,False,Master's Degree,9,0,1,267,4,1472000.0,Dayton,OH,45469,United States,one,11159.0,Private Institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,position9,1,0,1,42,3,52628.0,Woman,False,African American,12.0,18.0,45.0,False,False,Master's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
833,position15,0,12,0,15,1,52890.0,Man,True,Caucasian,3.0,10.0,55.0,False,False,Associate's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
832,position4,4,1,0,65,2,53242.0,Man,False,Caucasian,8.0,12.0,45.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
831,position1,5,13,1,190,38,63135.0,Man,False,Caucasian,1.0,15.0,41.0,False,False,Master's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
830,position1,3,15,1,192,1,63135.0,Man,False,Caucasian,1.0,17.0,40.0,False,False,Master's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
847,position17,0,0,1,0,0,31765.0,Woman,False,Caucasian,5.0,6.0,28.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
846,position9,0,0,1,24,3,32149.0,Man,False,Caucasian,6.0,6.0,33.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
835,position8,0,0,0,0,0,52038.0,Man,False,Caucasian,9.0,10.0,59.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
854,position4,3,1,0,65,2,40337.0,Woman,False,Caucasian,7.0,14.0,55.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
838,position20,2,0,0,16,5,49000.0,Man,False,Caucasian,9.0,12.0,31.0,False,False,Master's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
845,position4,0,0,0,32,0,32183.0,Man,False,Caucasian,9.0,9.0,30.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
848,position4,0,0,0,32,0,30393.0,Woman,False,Caucasian,4.0,6.0,29.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
844,position20,0,0,0,6,5,33000.0,Man,False,Caucasian,1.0,1.0,37.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
850,position4,0,0,0,0,0,30000.0,Man,False,Caucasian,1.0,1.0,28.0,False,False,Bachelor's Degree,25,16,5,400,39,6493443.0,Oxford,OH,45056,United States,one,17683.0,Public Institution,"31,421","46,513","22,213",37617.0,8.697386794,4.596369255,91.30261321,95.40363075,49.07241173,44.399382,5.25788683,4.80688657,7.006684823,50.656103,735.0,4.8425710969999995,3986.0,98.0,0.0,21.0,0.0,8.0,0.0,0.0,22.0,37.0,8.0,50.0,20.0,72.0,398.0,424.0,357.0,471.0,783.0,468.0,493.0,119.0,72.0,20.0,45.0,13361.0,433.0,593.0,305.0,279.0,2973.0,1345.0,1458.0,962.0,920.0,297.0,342.0,463.0,533.0,495.0,621.0,163.0,191.0,124.0,279.0,193.0,111.0,167.0,114.0,14207.0,401.0,302.0,377.0,188.0,3180.0,1898.0,1573.0,1110.0,504.0,320.0,464.0,448.0,449.0,759.0,499.0,383.0,143.0,222.0,136.0,301.0,201.0,193.0,156.0,3.605195723,45.63915647,54.36084353,66.00684262,47.21407625
